Date,Time,Tournament,Stage,Day,Venue,Result,Goals For,Goals Against,Opponent,Team Rating,Opponent Rating,Attendance,Referee,Formation,Man of the Match,Match Report
2023-07-21,19:30 (09:30),World Cup,Group stage,Fri,Neutral,W,3,0,cr Costa Rica,4.7,0.1,80,22,966,Ivana Andrés,4-2-3-1,Casey Reibelt,Match Report
2023-07-26,19:30 (09:30),World Cup,Group stage,Wed,Neutral,W,5,0,zm Zambia,4.4,0.4,74,20,983,Ivana Andrés,4-3-3,Oh Hyeonjeong,Match Report
2023-07-31,19:00 (09:00),World Cup,Group stage,Mon,Neutral,L,0,4,jp Japan,0.7,0.9,76,20,957,Olga Carmona,4-3-3,Katja Koroleva,Match Report
2023-08-05,17:00 (07:00),World Cup,Round of 16,Sat,Neutral,W,5,1,ch Switzerland,3.5,0.3,69,43,217,Esther González,4-3-3,Cheryl Foster,Match Report
2023-08-11,13:00 (03:00),World Cup,Quarter-finals,Fri,Neutral,W,2,1,nl Netherlands,3.4,0.8,61,32,021,Esther González,4-3-3,Stéphanie Frappart,Match Report
2023-08-15,20:00 (10:00),World Cup,Semi-finals,Tue,Neutral,W,2,1,se Sweden,1.6,0.9,60,43,217,Olga Carmona,4-3-3,Edina Alves Batista,Match Report
2023-08-20,20:00 (12:00),World Cup,Final,Sun,Neutral,W,1,0,eng England,2.2,0.5,56,75,784,Olga Carmona,4-3-3,Tori Penso,Match Report
